musicId,lrc_text,Arousal(mean),Valence(mean)
818,"Hook: ScHoolboy Q. Me no conversate with the fake, that part. All my **********es independent **********es, that part. I just want the paper, that part. All my **********es flavored. That part, that part, that part, that part. Post-Hook: ScHoolboy Q. Ayy! That part. Bang this **********t in the hood one time. Lil ********** I'm back and poppin'. Tell that ugly ********** to move away, I need more options. Broke then fix your pockets, all I do is profit. Verse 1: ScHoolboy Q. Quarter million, switchin' lanes... that part. Bet my ********** move the same old thing... that part. 405 with the gun off safe... that part. Ayy I'm still tryna make that plate. rich or poor ********** choose your fate. Style on top of style, **********. Five years I've been rich, **********. Drove Bimmers down Fig, **********. Pushed Porsches down Broadway. I've been doggin' different hoes, **********. Got a chain that's worth the Rolls, **********. Got an engine back with the top in it. ********** drivin' it like it's a bomb in it. Hook: ScHoolboy Q. Me no conversate with the fake, that part. All my **********es independent **********es, that part. I just want the paper, that part. All my **********es flavored. That part, that part, that part, that part. Verse 2: Kanye West. Okay, okay, okay. Okay, okay, okay! (That part). Beggars can't be choosers, ********** this ain't Chipotle. ********** with an attitude, I feel like O'Shea. Walkin', livin' legend, man I feel like Kobe. I just left the strip club, got some glitter on me. Wifey gonna kill me, she the female OJ. Y'all don't feel me, man this ain't okay. Four Seasons, take a shower, new clothes, I'm reloaded. Rich **********, still eatin' catfish. That ********** ain't really bad, that's a catfish. If I walk up out of Saks Fifth. Have the paparazzi doin' backflips. If I lay you down on the mattress. Blow the back out 'til you backless. Thick, we already established. She just got 'em done, bra-strapless. Yeah! Okay, okay, okay. Okay, okay, okay! (That part). Beggars can't be choosers, ********** this ain't Chipotle (That part). ********** with an attitude, I feel like O'Shea (That part). Walkin', livin' legend, man I feel like Kobe (That part). Hook: ScHoolboy Q. Me no conversate with the fake, that part. All my **********es independent **********es, that part. I just want the paper, that part. All my **********es flavored. That part, that part, that part, that part. Post-Hook: ScHoolboy Q. Ayy! That part. Bang this **********t in the hood one time. Lil ********** I'm back and poppin'. Tell that ugly ********** to move away, I need more options. Broke then fix your pockets, all I do is profit. Verse 3: ScHoolboy Q. Few million made and still ain't changed... that part. Me, my girl got matchin' bling... that part. I'ma get so blowed, I'ma lose my brain... that part. Me and Ab-Soul only thing go straight. Need me a ********** that'll go both ways. Style on top of style, **********. Since a youngin' I wanted to ball, **********. Had a pistol in my drawls, **********. When I was broke, I had the sauce, **********. Got a Chevy with side to side on it. Hundred spokes, the dang-d-dangs on it. Got a chopper that stand the fire too. I put your uzi down beside you. Hook: ScHoolboy Q. Me no conversate with the fake, that part. All my **********es independent **********es, that part. I just want the paper, that part. All my **********es flavored. That part, that part, that part, that part. Ayy! That part. That part. That part. Outro: Kanye West. Walkin', livin' legend, man I feel like Kobe (That part). I just dropped 60, man I feel like Kobe. Lamar was with me, man I feel like Kobe. Pimpin' at my weddin', man I feel like Jordan. Trippin' at my weddin', I be runnin' away. Ain't say **********t, **********. You was listenin' close though. You was listenin' to hoes though. You wouldn't listen to the flow though. Listen to the 'Go. Listen to a young ********** from the 'Go. I'ma freestyle this *********a, who knew?. When I'm with my **********s, **********, ScHoolboy Q. And uh, Top Dawg, call Top Dawg. Get that ********** on the phone. Top Dawg on the phone!. Ayy, ayy, ayy, ayy, ayy, ayy, ayy! Hah!.",0.275,0.1375
70,"Girl getting over him and I'm getting over her. The eyes have it made, ain't gotta say a word. Misery loves company, that's why it's you and me. Buying each other drinks, back at the bar, thick as thieves. Stealing these little sips. Doing our best to make the best of the worst of it. . Keep playing them songs, keep singing along. Keep leaning it on in closer. Keep salting the rim, getting even with her. Getting even with him before the night is over. That first kiss was like a Colorado hit. You better keep on keeping it lit. 'Til we can't remember. Can't remember why we came here to forget. . Go ahead and check your phone, like I've been checking mine. Nobody's ex is texting for a rewind. Looks like it's just me and you. Falling in love just enough to get us through. While we're getting through. . Keep playing them songs, keep singing along. Keep leaning it on in closer. Keep salting the rim, getting even with her. And even with him before the night is over. That first kiss was like a Colorado hit. You better keep on keeping it lit. 'Til we can't remember. Can't remember why we came here to forget. . First of all we came here to forget. Looks like it's just me and you. Falling in love just enough to get us through. While we're getting through. . Keep playing them songs, keep singing along. Keep leaning it on in closer. Keep salting the rim, getting even with her. And even with him before the night is over. That first kiss was like a Colorado hit. You better keep on keeping it lit. 'Til we can't remember. Can't remember why we came here to forget. . Why we came here to forget. Why we came here to forget. Baby, baby. That's why we came here to forget.",0.575,0.525
830,"La vida me empezó a cambiar. La noche que te conocí. Tenía poco que perder. Y la cosa siguió así. Yo con mis sostén a rayas. Y mi pelo a medio hacer. Pensé: ""Este todavía es un niño"". Pero, ¿qué le voy a hacer?. . Es lo que andaba buscando. El doctor recomendando. Creí que estaba soñando, oh, oh. ¿De qué me andaba quejando?. No sé qué estaba pensando. Voy pal cielo y voy pateando, oh, oh. . Me enamoré, me ena-na-namoré. Lo vi solito y me lancé. Me ena-na-namoré. Me ena-na-namo.... Mira que cosa bonita. Que boca más redondita. Me gusta esa barbita. Y bailé hasta que me cansé. Hasta que me cansé bailé. Y me ena-na-namoré. Nos enamoramos. Un mojito, dos mojitos. Mira que ojitos bonitos. Me quedo otro ratito. . Contigo yo tendría 10 hijos. Empecemos por un par. Solamente te lo digo. Por si quieres practicar. Lo único que estoy diciendo. Vayámonos conociendo. Es lo que está proponiendo, oh, oh. Nos vamos entusiasmando. Todo nos va resultando. Qué bien lo estamos pasando, oh, oh. . Me enamoré, me ena-na-namoré. Lo vi solito y me lancé. Me ena-na-namoré. Me ena-na-namo.... Mira que cosa bonita. Que boca más redondita. Me gusta esa barbita. Y bailé hasta que me cansé. Hasta que me cansé bailé. Me ena-na-namoré. Nos enamoramos. Un mojito, dos mojitos. Mira que ojitos bonitos. Me quedo otro ratito. . Nunca creí que fuera así. ¿Cómo te fijarías en mí?. Toda una noche lo pensé. Este es pa' mí, es pa' más nadie. Es-es pa' mí, es pa' más nadie. Es-es pa' mí, es pa' más nadie. Es-es-es pa' mí, es pa' más nadie. . Me enamoré, me ena-na-namoré. Lo vi solito y me lancé. Me ena-na-namoré. Me ena-na-namo.... Mira que cosa bonita. Que boca más redondita. Me gusta esa barbita. Y bailé hasta que me cansé. Hasta que me cansé bailé. Me ena-na-namoré. Nos enamoramos. Un mojito, dos mojitos. Mira que ojitos bonitos. Me quedo otro ratito. . Nunca creí que fuera así. ¿Cómo te fijarías en mí?. Toda una noche lo pensé. Este es pa' mí, es pa' más nadie. Es-es pa' mí, es pa' más nadie. Es-es pa' mí, es pa' más nadie. Es-es-es pa' mí, es pa' más nadie.",0.775,0.6
831,"Oh oh oh oh oooh. Oh oh oh oh oooh. Oh oh oh oh oooh. Oh oh oh oh oooh. I messed up tonight, I lost another fight. I still mess up but I'll just start again. I keep falling down, I keep on hitting the ground. I always get up now to see what's next. Birds don't just fly, they fall down and get up. Nobody learns without getting it won. I won't give up, no I won't give in. Til I reach the end, then I'll start again. No I won't leave, I wanna try everything. I wanna try even though I could fail. I won't give up, no I won't give in. Til I reach the end and then I'll start again. No I won't leave, I wanna try everything. I wanna try even though I could fail. Oh oh oh oh oooh. Try everything. Oh oh oh oh oooh. Try everything. Oh oh oh oh oooh. Try everything. Oh oh oh oh oooh. Look at how far you've come, you filled your heart with love. Baby you've done enough that cut your breath. Don't beat yourself up, don't need to run so fast. Sometimes we come last, but we did our best. I won't give up, no I won't give in. Til I reach the end and then I'll start again. No I won't leave, I wanna try everything. I wanna try even though I could fail. I won't give up, no I won't give in. Til I reach the end and then I'll start again. No I won't leave, I wanna try everything. I wanna try even though I could fail. I'll keep on making those new mistakes. I'll keep on making them every day. Those new mistakes. Oh oh oh oh oooh. Try everything. Oh oh oh oh oooh. Try everything. Oh oh oh oh oooh. Try everything. Oh oh oh oh oooh. Try everything.",0.8375,0.9125
71,Every Time I Hear That Song. There's something 'bout yesterday. How fast it all flies away. I don't know what it is about a goodbye kiss. That makes you wanna stay. We were crazy then we were over. We were breaking up making love a runaway roller coaster. Every time I hear that song. I'm standing in the pouring rain. On your front lawn and oh oh oh. I still think about you oh oh oh. Every time I hear that song. It's like the first time it came on and oh oh oh. I still think about you oh oh oh. I still think about you. There's something in the bittersweet. The feeling of a memory. Right there in the moment. All I ever wanted was you and me. We were crying we were wasted. We were dying when they played it. Every time I hear that song. I'm standing in the pouring rain. On your front lawn and oh oh oh. I still think about you oh oh oh. Every time I hear that song. It's like the first time it came on and oh oh oh. I still think about you oh oh oh. I still think about you. Oh I still think about you. There's a soundtrack in my mind. That takes me back in time. When I hear that melody. I think about you and me. Every time I hear that song. I'm standing in the pouring rain. On your front lawn and oh oh oh. I still think about you oh oh oh. Every time I hear that song. It's like the first time it came on and oh oh oh. I still think about you oh oh oh. I still think about you. Oh I still think about you. I still think about you. Yeah I still think about you. There's a soundtrack in my mind. That takes me back in time. When I hear that melody.,0.7625,0.5875
59,"I think I’m ready to jump out the window. And turn that nigga that you with right back into your friend. We already wasted too much time. And your time is the only thing I wish was mine. I think I’m ready to jump out the window. . Know ya momma didn’t raise you to take no disrespect. (I feel) I feel like real queens know how to keep the game in check. (You) You cried on my phone the whole night. That time he crossed the line yeah, yeah, yeah. (Oh I was there) I went to straighten his ass out. And told me never mind yeah. The question isn’t do he love ya the question is. Do ya love yourself?. You give the best advice to your friends. And not take it for yourself. Remember when you used to though and hit the Mario Kart. And you always picked the princess. I realized you were princess. Way back then we the best thing that never happened but. . I think I’m ready to jump out the window. And turn that nigga that you with right back into your friend. We already wasted too much time. And your time is the only thing I wish was mine. I think I’m ready to jump out the window. . You been up at night sleep deprivation. Whats the hesitation whats ya reservation. You been tripping tripping with no destination. You need separation you need recreation. Y’all been arguing every other day ya friends gotta step in. And break it up like chill chill chill. It's no need to turn this into kill bill. . Funny we ran into each other while we leaving. You walked in with a perm. And now yo hair look like The Weeknds’. I know that you been needing clarity. Don’t mean to sit ya down and turn this into therapy. But you gave too much time to that boy charity hear me. I think I’m ready to jump out the window. And turn that nigga that you with right back into your friend. We already wasted too much time. And your time is the only thing I wish was mine. I think I’m ready to jump out the window. . I don’t mean to sound like the jealous type. But you oughta know (oughta know). I think me and you should get together sometime. On the low (low low). Sometimes I wonder if you even know. How much you worth, I gotta know. Sometimes I wonder if you even know. How much you worth, I gotta know. I don’t mean to sound like the jealous type. But you oughta know (oughta know). I think me and you should get together sometimes. On the low (low low). Sometimes I wonder if you even know. How much you worth, I gotta know. Sometimes I wonder if you even know. How much you worth I gotta know. I gotta know. I gotta know. I gotta know. I think I’m ready to jump out the window. Jump out the window. This one’s for you, you, you, you.",0.6,0.6
158,"Deep down Louisiana close to New Orleans,. Way back up in the woods among the evergreens.... There stood a log cabin made of earth and wood,. Where lived a country boy name of Johnny B. Goode.... He never ever learned to read or write so well,. But he could play the guitar like ringing a bell.. Go Go. Go Johnny Go Go. Go Johnny Go Go. Go Johnny Go Go. Go Johnny Go Go. Johnny B. Goode. He use to carry his guitar in a gunny sack. And sit beneath the trees by the railroad track.. Oh, the engineers used to see him sitting in the shade,. Strumming to the rhythm that the drivers made.. People passing by would stop and say. Oh my that little country boy could play Go Go. Go Johnny Go Go. Go Johnny Go Go. Go Johnny Go Go. Go Johnny Go Go. Johnny B. Goode. . His mother told him someday you would be a man,. And you would be the leader of a big old band.. Many people coming from miles around. To hear you play your music when the sun go down. Maybe someday your name will be in lights. ""Saying Johnny B. Goode tonight!"" Go Go. Go Johnny Go Go. Go Johnny Go Go. Go Johnny Go Go. Go Johnny Go Go. Johnny B. Goode.",0.725,0.7875
602,"Still gotta walk into a crowded room. With the radio on. Crack a smile and crack a beer like it don't bother you. Like it ain't your song, that's on. Still gotta cross the bridge to get to work. The once by her place. Make it through the 9 to 5 like you don't hurt. It goes that way. When someone stops loving you. It don't make the evening news. It don't keep the sun from rising, the clock from winding. Your heart from beating, even when you want it to. When someone stops loving you. . Still gotta button up your collared shirt. The one she used to button down. Sleep on the mattress where her body left a curve. Or maybe just the couch. Still gotta keep her number in your phone. In case she calls back. One night when she's drunk and all alone. Yeah you pray for that. When someone stops loving you. It don't make the evening news. It don't keep the sun from rising, the clock from winding. Your heart from beating, even when you want it to. When someone stops loving you. . There hardest part about it is. There ain't a switch that you can flip. 'Cause you can't stop loving them. When someone stops loving you. When someone stops loving you. It don't keep the sun from rising, the clock from winding. Your heart from beating, even when you want it to. When someone stops loving you. When someone stops loving you. When someone stops loving you.",0.6125,0.5375
170,"Come up to meet you, tell you I'm sorry. You don't know how lovely you are. . I had to find you. Tell you I need you. Tell you I set you apart. . Tell me your secrets. And ask me your questions. Oh, let's go back to the start. . Running in circles. Coming up tails. Heads on a science apart. . Nobody said it was easy. It's such a shame for us to part. Nobody said it was easy. No one ever said it would be this hard. . Oh, take me back to the start. . I was just guessing. At numbers and figures. Pulling the puzzles apart. . Questions of science. Science and progress. Do not speak as loud as my heart. . Tell me you love me. Come back and haunt me. Oh, and I rush to the start. . Nobody said it was easy. Oh, it's such a shame for us to part. Nobody said it was easy. No one ever said it would be this hard. . Oh, take me back to the start. Oh, take me back to the start. Oh, take me back to the start. Take me back to the start.",0.3,0.6
399,"Gucci Mane ""BACK ON ROAD"" (ft.Drake). . Zone six!. -. I got money that I saved then I'm back on road. Get my jewelry out the safe cause I'm back on road. I still do these hoes the same when I'm back on road. If you wasn't there for me when I was all alone. Then ***** don't expect no love when I'm back. -. I'm just an East Atlanta ***** with a body on this belt. I done had a million beefs but I ain't never call for help. I'll take a ***** bricks and I done took a ***** reup. Put that pistol on your partner made him piss all on himself. Got your ***** so pissy drunk. That she done threw up on herself. 'Fore I send her back to you. She gon' have Guwop on her breath. I'm the last real ***** left. I'm on an island by myself. I'm my only competition so I'm battling with myself. Facing prison, drug addiction. It's like I'm battling with myself. I done shook up all my demons. Now I'm back to myself. You didn't keep it real ***** so just keep it to yourself. Waiting on Gucci Mane to call you. ***** better not hold your breath. -. I got money that I saved then I'm back on road. Get my jewelry out the safe cause I'm back on road. I still do these hoes the same when I'm back on road. If you wasn't there for me when I was all alone. Then ***** don't expect no love when I'm back. -. These *****s faking like they happy but they mad I'm home. I'm the 2K16 Al Capone. I slap a ***** with a strap and then I throw him a hammer. He be like ""***** going to trial, man just throw me the money"". Can't eat, can't sleep, man I miss these skreets. Muhammad Ali and these skreets miss me. I went from trappin' on the block to *****s trappin' for me. I left the trappin' went to rap thought you’d be happy for me. And then your jealousy turned to hate. And you wrote a statement on me. But when they let me out the gates. My ***** was waiting on me. See I ain’t mad at you homie, we ain’t got no beef. But I ain’t got no rat for you, I know you must love cheese. -. I got money that I saved then I'm back on road. Get my jewelry out the safe cause I'm back on road. I still do these hoes the same when I'm back on road. If you wasn't there for me when I was all alone. Then ***** don't expect no love when I'm back.",0.6125,0.45
428,"Did you see what. Did you see what I done (yeah yeah). Did you see what I done (yeah yeah yeah yeah yeah). Did you see what I done?. Came in a black Benz, left in a white one. I'm just a hoodlum I came with my bonsam when niggas wanna try some. Did you see what I done?. Came in a black Benz, left in a white one. I'm just a hoodlum I came with the bonsam when niggas wanna try some. Came looking like a ganja farmer. Your daddy betta hide his daughter. Shake her bonda just like I taught her. Splashed her bonda with holy water. Lickle spice for the winter season. Your chicken needs a lickle season (yeah). Did you see what he did?. The black benz turn white and they can't believe it. Make 'em repeat it. Das some new shit. They've never seen it. You should feel it. Meet and greet it. I would be a genius if I didn't think with my penis. Gyaldem thinking I'm awesome. Mandem approach with caution. True say we came with the bonsam. But true say we came for the bunda. Some round ting that I can put my paws on. Did you see what I done?. Came in a black Benz, left in a white one. I'm just a hoodlum I came with my bonsam when niggas wanna try some. Did you see what I done?. Came in a black Benz, left in a white one. I'm just a hoodlum I came with the bonsam when niggas wanna try some. Came smelling like I've robbed a 9-bar. Looking for the baddest diva. Hol' up let me analyse her. Batty looking like a hypnotiser. Come let me try some. Suttin' you can climb on. Oh you're a shy one. Who you tryna hide from?. Baby jump in the black ride. And put your friend in the white one. I'm a benzo addict. Pulled up in traffic. Me and my friends switched cars and it looked like magic. They never seen such a skinny man in a big puffer jacket. That's unfamiliar, I came looking like a bodybuilder. Out here's windy yana. You're the one that I'm into yana. Don't you wanna see the interior?. Did you see what I done?. Came in a black Benz, left in a white one. I'm just a hoodlum I came with my bonsam when niggas wanna try some. Did you see what I done?. Came in a black Benz, left in a white one. I'm just a hoodlum I came with the bonsam when niggas wanna try some. Did you see what I done?. Came in a black Benz, left in a white one. I'm just a hoodlum I came with my bonsam when niggas wanna try some. Did you see what I done?. Came in a black Benz, left in a white one. I'm just a hoodlum I came with the bonsam when niggas wanna try some. .",0.4875,0.5625
366,"Call it how it is. Hendrix. I promise, I swear, I swear. You heard. Spit it. Yo. Percocets, molly, Percocets. Percocets, molly, Percocets. Rep the set, gotta rep the set. Chase a check, never chase a *******. Mask on, ******* it, mask off. Mask on, ******* it, mask off. Percocets, molly, Percocets. Chase a check, never chase a *******. (Don't chase no *******). Two cups, toast up with the gang. From food stamps to a whole 'nother domain. Out the bottom, I'm the livin' proof (Super). Ain't compromising, half a million on the Coupe. Drug houses, lookin' like Peru. Graduated, I was overdue. Pink molly, I can barely move. Ask about me, I'm gon' bust a move. Rick James, 33 chains. Ocean air, crusin' Biscayne. Top off, that's a liability. Hit the gas, boostin' my adrenaline. Percocets, molly, Percocets. Percocets, molly, Percocets. Rep the set, gotta rep the set. Chase a check, never chase a *******. Mask on, ******* it, mask off. Mask on, ******* it, mask off. Percocets, molly, Percocets. Chase a check, never chase a *******. (Don't chase no *******). Four door Maybach, I'd drive anything. Buy more rings, make 'em go insane. My guillotine, drank promethazine. Tek and beams, go to those extremes. Parliament, calamari Wednesday. Parlay in Vegas, we was in attendance. Before the business, Theodore lenses. Whole prescriptions, focus on the missions. Intermission, never take a break. Switch states, touch down, foreign plates. Ain't no way, ain't no ******* way. You come to play, we didn't come to play. Rob the bank, we gon' rob the game. They gang, they gang, we gang. But they are not the same (Freebandz). Percocets, molly, Percocets. Percocets, molly, Percocets. Rep the set, gotta rep the set. Chase a check, never chase a *******. Mask on, ******* it, mask off. Mask on, ******* it, mask off. Percocets, molly, Percocets. Chase a check, never chase a *******. (Don't chase no *******). Mask on, ******* it, mask off. Mask on, ******* it, mask off. Mask on, ******* it, mask off. Gas gone, never nod off.",0.2625,0.2875
414,"Sweet creature. Had another talk about where it's going wrong. But we're still young. We don't know where we're going. But we know where we belong. No, we started. Two hearts in one home. It's hard when we argue. We're both stubborn. I know but oh. Sweet creature, sweet creature. Wherever I go, you bring me home. Sweet creature, sweet creature. When I run out of road, you bring me home. . Sweet creature. We're running through the garden. Where nothing bothered us. But we're still young. I always think about you and how we don't speak enough. No, we started. Two hearts in one home. I know, It's hard when we argue. We're both stubborn. I know but oh. Sweet creature, sweet creature. Wherever I go, you bring me home. Sweet creature, sweet creature. When I run out of rope, you bring me home. . I know when we started. Just two hearts in one home. It gets harder when we argue. We're both stubborn. I know but oh. Sweet creature, sweet creature. Wherever I go, you bring me home. Sweet creature, sweet creature. When I run out of rope, you bring me home. You'll bring me home. .",0.579545455,0.545454545
372,"Bought a drop top Porsche. About to cut the top off. Trappin' is a sport young *****. Get ya knocked off. Hol' up. Turbo switchin' lanes. Hublot switch your watch. Trappin' switch the spots. When you're runnin' hot. Feet on the gas, trappin' dem bags. Run up a sack and never look back. Shorty got miles on her. I'm about to spaz in it. I ran it up fast, I ran it up fast. I ran it up fast, I ran it up fast. I ran it up fast, I ran it up fast. I secure the bag first. I'm ready to boast. I secure the bag first. I'm full of that ****. Court side with a mink. Pee Wee Kirkland on the scene. Five karats, wear the link. Both hands full of ink. Money drying in your hand. Wrap the bail in Saran. My yellow ***** want a tan. I just landed from Japan. Tokyo and Korea. Panamera to the lear. Yellow metal with the gold. Fishscale with these hoes. Mossberg, I'm drinkin' mud. Put a hit out on a dud. Bought my lil' ***** 12 slugs. Just to *****ne bright when he rub. I just bailed out ol' Buice. 20 pills goin' hyphy. Oh you lookin' real icy. Boy you know you nothin' like me. Turbo switchin' lanes. Hublot switch your watch. Trappin' switch the spots. When you're runnin' hot. Feet on the gas, trappin' dem bags. Run up a sack and never look back. Shorty got miles on her. I'm about to spaz in it. I ran it up fast, I ran it up fast. I ran it up fast, I ran it up fast. I ran it up fast, I ran it up fast. I gave her the raw lean. They sound like my offsprings. Nitro gasoline. Bought some more money machines. Bring out a brand new machine. I bought a whole lot of bling. Treat me like Weezy and Baby. Treat me like Mannie and Turky. I went to juvie with work on me. I had to cop it and purchase. I put more ice on the day today. Rockin' these prezzies and Cartier. I got it and flooded the plain Jane. I made my young *****s insane. Crunchin' dem Xans up and then drink. Get you a Draco and then crank it. Saudi Arabian, Ben Franklin. Leave it to me they would've been stained 'em. Saditty in back, we done got acquainted. You see the dash they gotta see me. I ran it up fast, they can't see me. I went surfin' with you. I buy them Birkins for you. I go to surgery with you. Turbo switchin' lanes. Hublot switch your watch. Trappin' switch the spots. When you're runnin' hot. Feet on the gas, trappin' dem bags. Run up a sack and never look back. Shorty got miles on her. I'm about to spaz in it. I ran it up fast, I ran it up fast. I ran it up fast, I ran it up fast. I ran it up fast, I ran it up fast. Ah, *****t!. Got it all back, baby. God damn, welcome to Cap City Records internet podcast. Baby, where we make dreams come true. The first five callers that call in right now. Man, we gone have you the rapper starter kit. Oh my god!. It comes with the Cap City contract. Which is a 12 album, nine year deal. We gone take some calls. The boards lightin' up right now. Look, take a call. Caller?. Yeah, that deal; we need that!. Yeah, we need that. Yeah, we need that *****t. Dat way! *****, yeah!. This way, *****! Yeah!. We need that deal, *****. What? What you say, young man?. I keep it on me!. Hold on, fella!. OK, listen. I'm sayin'; I can't hear you. Is there a shoot out?. What's goin' on, young fella?. Lil' Draco in this *****!. Lil' Extendo in this *****!. You just won a Cap City Records contract, man. Listen here, baby. Lil' Draco! Lil' Extendo!. Congratulations, baby; y'all won. Yeah, *****, yeah. Cap City. Six months, man we got that *****t. 12 albums, man we got that *****t. *****, yeah, *****. I'm finna shoot everything up. Hold on. *****, yeah, yeah, what's up. *****, yeah, yeah, I need you. We need that!.",0.825,0.175
548,"Roof is falling let me love me falling I just know (3x). Roof is falling let me love me. Gold up in my, gold up in my teeth (gold up, gold up in my teeth). Don't care what you say to me, I'mma bite your feelings out (gold up in my teeth). I missed you in the basement (gold up in my teeth). But your brother was a good substitute for you. And if you love me, love me but you never let me go. When the roof was on fire, you never let me know. Say you're sorry honey, but you never really show. And I could leave the party without ever letting you know. Without ever letting you know. Roof is falling let me love me falling I just know,Roof is falling let me love me without ever letting you know(3x). Roof is falling let me love me falling I just know. Without ever letting you know. Gold up in my, gold up in my teeth (gold up, gold up in my teeth). Taste like money when I speak (gold up, gold up in my teeth). And I missed you in the basement (yeah, gold up in my teeth). Bodies on the pavement (oh, gold up in my teeth). And if you love me, love me but you never let me go. When the roof was on fire, you never let me know. Say you're sorry honey, but you never really show (gold up in my teeth). And I could leave the party without ever letting you know. Without ever letting you know. Roof is falling let me love me falling I just know,Roof is falling let me love me without ever letting you know(3x). Roof is falling let me love me falling I just know. Without ever letting you know. Gold up in my, gold up in my teeth (gold up, gold up in my teeth). Taste like money when I speak (gold up, gold up in my teeth). And I missed you in the basement (yeah, gold up in my teeth). Bodies on the pavement (oh, gold up in my teeth). And if you love me, love me but you never let me go. When the roof was on fire, you never let me know. Say you're sorry honey, but you never really show. And I could leave the party without ever letting you know. Without ever letting you know. Roof is falling let me love me falling I just know,Roof is falling let me love me without ever letting you know(3x). Roof is falling let me love me falling I just know. Without ever letting you know.",0.45,0.55
212,. If I had it my way I would take you down. . If I had it my way I would turn you out. . And if my body had a say I would come again. . Scared of what I might say cause I'm at the edge. . And our eyes are crossing paths across the room. . There's only one thing left for us to do. . You can touch me with slow hands. . Speed it up baby make me sweat. Dreamland take me there cause I want your sex. If my body had a say I wouldn't turn away. . Touch make love taste you. If my body told the truth baby I would do. . Just what I want to. If I had it my way I would take the lead. . And if I had it my way I would take you deep. . If my body had a say I'd get it off my chest. . Show you all the red lace underneath this dress. . And our eyes are crossing paths across the room oooh. There's only one thing left for us to do. . You can touch me with slow hands. . Speed it up baby make me sweat. Dreamland take me there cause I want your sex. If my body had a say I wouldn't turn away. Touch make love taste you. If my body told the truth baby I would do. Just what I want to. . My mind is getting in the way. . Can't feel what my body say. . I'm tell you anyway. . I'm tell you anyway. . My mind is getting in the way. . Can't feel what my body say. . I'm show you anyway. . I'm show you anyway. There's only one thing left for us to do. . Oh you can. You can touch me with slow hands. . Speed it up baby make me sweat. . Dreamland take me there cause I want your sex. If my body had a say I wouldn't turn away. Touch make love taste you. If my body told the truth baby I would do. . Just what I want to. You can touch me with slow hands. . Dreamland. . If my body had a say I wouldn't turn away. Touch make love taste you. If my body told the truth baby I would do. Just what I want to.,0.6625,0.6
574,"I'll undress you, 'cause you're tired. Cover you as you desire. When you fall asleep inside my arms. May not have the fancy things. But I'll give you everything. You could ever want, it's in my arms. So baby tell me yes. And I will give you everything. So baby tell me yes. And I will be all yours tonight. So baby tell me yes. And I will give you everything. . I'll be right by your side. If I can't find the cure, I'll. I'll fix you with my love. No matter what you know, I'll. I'll fix you with my love. And if you say you're okay. I'm gonna heal you anyway. Promise I'll always be there. Promise I'll be the cure (Be the cure). Rub your feet, your hands, your legs. Let me take care of it, babe. Close your eyes, I'll sing your favorite song. I wrote you this lullaby. Hush now baby, don't you cry. Anything you want could not be wrong. So baby tell me yes. And I will give you everything. So baby tell me yes. And I will be all yours tonight. So baby tell me yes. And I will give you everything. . I will be right by your side. If I can't find the cure, I'll. I'll fix you with my love. No matter what you know, I'll. I'll fix you with my love. And if you say you're okay. I'm gonna heal you anyway. Promise I'll always be there. Promise I'll be the cure (Be the cure). I'll fix you with my love(I'll fix you with my love-lo-love). I'll fix you with my love(I'll fix you with my love-lo-love). If I can't find the cure, I'll. I'll fix you with my love. No matter what you know, I'll. I'll fix you with my love. And if you say you're okay. I'm gonna heal you anyway. Promise I'll always be there. Promise I'll be the cure (Be the cure). Promise I'll be the cure (Be the cure). I'll fix you with my love.",0.7875,0.775
560,"We all, we all, we all, we all know this is nothing. We all, we all, we all, we all know this is nothing. We all, we all, we all, we all know this is nothing. This is nowhere. We all, we all, we all, we all know this is nowhere. And there is no one. Here. It moves like a virus and enters our skin. The first sign divides us, the second is moving to Berlin. But that's not the state I'm in. The air is thin but that's not the state. The old guys are frightened and frightening to behold. The kids come out fighting and still doing what they're told. But you're waking a monster that will drive you from your orioles of gold. And your body will get cold. And we don't waste time with love. It's just death from above. Your head is on fire, your hands are getting weak. We all, we all get stupid in the heat. You've basted your brains with the shatter and defeat up on the street. And this is nowhere. The early years were boring. The quiet, unhappy punk. See mother was a cripple and my father was a drunk but gentle man. So we do the best we can. This is the plan. Wear your makeup like a man. 'Cause we don't waste time with love. Yeah, we don't waste time with love. It's just a push and a shove. Well, there's a full-blown rebellion but you're easy to confuse. By triggered kids and fakers and some questionable views. Oh, call the cops, call the preachers!. Before they let us and they lose. When oh, we all start arguing the history of the Jews. You got nothing left to lose. Gives me the blues. And we don't waste time with love. And we don't waste time with love. So call the police. Yeah, call the police. Yeah, call the police. Yeah, call the police. Go, call the police. Go, call the police. Just chase the cops. Yeah, call the police. You're crazy, man. Yeah, call 'em up. Just call the police. The first in line. They're gonna eat the rich.",0.6625,0.5125
